Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-IMMZ.D1.DE5.json	2624	17	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	236	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ.D1.json	2730	11	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	27	211	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ.D4.json	1634	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	18	204	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-VaccineProducts.json	970	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	204	0	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-IMMZCConceptMap.json	7463	35	0	0	0	0	0	0	1	1868	0	0	0	0	0	0	0	0	0	0	81	110	0	0	0	0	5	0	0
fsh-generated/resources/ConceptMap-IMMZCSexToAdministrativeGender.json	2376	11	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	29	84	0	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-IMMZD1ConceptMap.json	6737	32	0	0	0	0	0	0	1	906	0	0	0	0	0	0	0	0	0	0	71	151	0	0	0	0	2	0	1
fsh-generated/resources/ConceptMap-IMMZD4ConceptMap.json	6393	28	1	0	0	0	0	0	1	632	0	0	0	0	0	0	0	0	0	0	65	109	0	0	0	0	2	0	0
fsh-generated/resources/Immunization-Immunization1.json	884	7	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	0	0	0	0
fsh-generated/resources/Measure-IMMZIND05.json	3320	17	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	28	19	0	0	0	0	1	0	0
fsh-generated/resources/Measure-IMMZIND40.json	3321	16	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	26	16	0	0	0	0	0	0	0
fsh-generated/resources/Medication-Vaccine-MSDMMRVaxPro.json	1012	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0
fsh-generated/resources/Medication-Vaccine-SIIMeasles.json	705	5	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-VaccineProposal1.json	457	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	34	0	0	0	0	0	0	0
fsh-generated/resources/Patient-P123456.json	287	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	0	0	0	0
fsh-generated/resources/Patient-P654321.json	287	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-IMMZD2DTMeasles.json	1535	8	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	22	14	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-IMMZD2DTMeaslesCI.json	2235	11	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-IMMZDTUmbrella.json	1918	8	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	21	15	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-AdministerVaccine.json	6371	23	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	87	23895	0	0	0	0	5	0	0
fsh-generated/resources/Questionnaire-IMMZD1ClientHistoryMeasles.json	6714	24	0	0	0	0	0	0	1	43	0	0	0	0	0	1	0	0	0	0	83	618	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-QIMMZCRegisterClient.json	9141	35	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	1	0	0	101	246	0	0	0	0	4	0	0
fsh-generated/resources/Questionnaire-QIMMZD4CheckContraindicationsMeasles.json	2447	10	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	46	225	0	0	0	0	1	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.C.QuestionnaireResponse.1.json	2490	13	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	61	48	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.1.json	1103	9	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	20	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1586	9	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	45	22	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2328	11	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	62	27	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	681	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	688	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	688	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1713	8	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	35	18	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	14	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	87	49	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	8963	31	0	0	0	0	0	130	0	113	0	0	0	0	0	0	0	0	0	0	175	1183	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7770	26	0	0	0	0	0	119	0	83	0	0	0	0	0	0	0	0	0	0	149	568	0	0	0	0	5	0	4
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2392	10	0	0	0	0	0	47	0	22	0	0	0	0	0	0	0	0	0	0	45	209	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-IMMZDUpdateVaccinationRecord.json	8338	30	0	0	0	0	0	114	0	80	0	0	0	0	0	0	0	0	0	0	143	415	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1847	10	1	0	0	0	0	459	0	333	0	0	1	0	0	0	0	1	0	0	330	1474	0	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1530	9	0	0	0	0	0	58	0	39	0	0	0	0	0	0	0	0	0	0	63	167	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1740	10	0	0	0	0	0	272	0	146	0	0	0	0	0	0	0	0	0	0	191	683	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2116	11	0	0	0	0	0	389	0	363	0	0	0	0	0	0	0	1	0	0	453	1035	0	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1619	9	0	0	0	0	0	346	0	378	0	0	0	0	0	0	0	1	0	0	343	916	0	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1646	12	1	0	0	0	0	53	0	36	0	0	0	0	0	0	0	0	0	0	73	126	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-ARVDrugs-values.json	749	6	0	0	0	0	0	0	1	203	0	0	0	0	0	0	0	0	0	0	14	288	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1476	10	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	19	229	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	864	6	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	19	371	0	0	0	0	1	0	1
fsh-generated/resources/ValueSet-HIVstatus-values.json	1030	7	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	22	270	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	753	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	189	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	749	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	186	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE1VS.json	701	5	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	182	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE5VS.json	1223	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	23	228	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1046	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	210	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1673	9	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	21	195	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	724	5	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	13	266	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1592	11	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	25	229	0	0	0	0	7	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	618	6	1	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	12	267	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	624	5	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	13	288	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	531	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	177	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1222	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	17	193	0	0	0	1	0	0	0
fsh-generated/resources/ValueSet-country.json	1632	9	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	25	1958	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-immunization-status.json	2022	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	182	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-pregnancystatus-values.json	1647	10	0	0	0	0	0	0	1	176	0	0	0	0	0	0	0	0	0	0	17	394	0	0	0	0	1	0	0
input/maps/IMMZCLMToPatient.fml	1875	25	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	48	38	0	0	1	0	1	0	0
input/maps/IMMZCQRToLM.fml	2613	30	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	58	30	0	0	0	0	6	0	0
input/maps/IMMZCQRToPatient.fml	1219	16	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	33	24	0	0	0	0	1	0	0
input/maps/IMMZD1LMToResources.fml	5457	74	0	0	0	0	0	0	3	109	0	0	0	0	0	0	0	0	0	0	139	80	0	0	0	0	8	0	0
input/maps/IMMZD1QRToLM.fml	2484	30	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	54	42	0	0	0	0	2	0	1
input/maps/IMMZD1QRToResources.fml	948	10	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	24	20	0	0	0	0	0	0	0
input/maps/IMMZD4LMToResources.fml	1003	15	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	2	0	0
input/maps/IMMZD4QRToLM.fml	697	9	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	21	20	0	0	0	0	1	0	0
input/maps/IMMZD4QRToResources.fml	966	13	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	1	0	0	24	19	0	0	0	0	1	0	0
input/resources/device/Device-cqf-tooling.json	496	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0	0	0
input/resources/library/Library-FHIRCommon.json	846519	79	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	2043	145	0	0	0	0	96	0	0
input/resources/library/Library-FHIRHelpers.json	1692100	129	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	3933	270	0	0	0	0	120	0	0
input/resources/library/Library-IMMZCommon.json	542318	95	1	0	0	0	0	0	1	256	0	0	0	0	0	0	0	0	0	0	1431	314	0	0	0	0	53	0	0
input/resources/library/Library-IMMZCommonIzDataElements.json	53781	17	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	0	0	0	145	48	0	0	0	0	6	0	0
input/resources/library/Library-IMMZConcepts.json	62988	25	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	181	63	0	0	0	0	5	0	0
input/resources/library/Library-IMMZConfig.json	77171	38	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	207	65	0	0	0	0	6	0	0
input/resources/library/Library-IMMZD2DTMeasles.json	313868	67	0	0	1	0	0	0	1	104	0	0	0	0	0	0	0	0	0	0	822	123	0	0	0	0	28	0	0
input/resources/library/Library-IMMZDT08.json	460547	75	0	0	0	0	0	0	1	148	0	0	0	0	0	0	0	0	0	0	1160	101	0	0	0	0	41	0	0
input/resources/library/Library-IMMZINDMeasles.json	80921	27	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	215	31	0	0	0	0	8	0	0
input/resources/library/Library-IMMZIndicatorCommon.json	480032	63	0	0	0	0	0	0	1	91	0	0	0	0	0	0	0	0	0	0	1157	96	0	0	0	0	41	0	0
input/resources/library/Library-IMMZVaccineLibrary.json	27748	18	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	91	22	0	0	0	0	3	0	0
input/resources/library/Library-WHOCommon.json	298133	33	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	714	58	0	0	0	0	26	0	0
input/resources/library/Library-WHOConcepts.json	19321	14	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	65	18	0	0	0	0	2	0	0
